"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Odonto Sorriso (Dr. Otávio Oliva Silva)","4.8","46","R. Padre Anchieta, 321","Curitiba","Paraná","BR","http://odontosorrisocuritiba.com/?utm_source=gmb&utm_medium=referral","+55 41 3234-2009","Clínica odontológica","Periodontia e implantes dentários","Dentista","Serviço de emergência médica","Clínico geral","Ortodontista",,,,,"https://www.google.com/maps/search/?api=1&query=Odonto%20Sorriso%20(Dr.%20Ot%C3%A1vio%20Oliva%20Silva)&query_place_id=ChIJMfgejGvk3JQR2aI3zIruTE8","Clínica odontológica"
"Implantes Dentários Curitiba - Centro Odontológico Supreme","5","188","https://dd360.app/centrosupreme, R. André Zanetti, 301","Curitiba","PR","BR","https://centrosupreme.com.br/","+55 41 99121-2414","Clínica de implante dentário","Clínica odontológica","Endodontista","Cirurgião dentista","Ortodontista","Odontopediatra","Periodontista","Serviço de clareamento dental",,,"https://www.google.com/maps/search/?api=1&query=Implantes%20Dent%C3%A1rios%20Curitiba%20-%20Centro%20Odontol%C3%B3gico%20Supreme&query_place_id=ChIJ61g0Z-3h3JQRjdXE3uGzlZg","Clínica de implante dentário"
"Beltrán Odonto","5","193","Rua Dr. Nelson Lins D'Albuquerque, 110","Curitiba","Paraná","BR","https://beltranodonto.com.br/","+55 41 99235-3223","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Beltr%C3%A1n%20Odonto&query_place_id=ChIJvxcPsGrk3JQR8MziBI6htyA","Clínica odontológica"
"clinica odontologica santa felicidade","3.3","10","R. Via Veneto, 1117","Curitiba","Paraná","BR",,"+55 41 3402-8012","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=clinica%20odontologica%20santa%20felicidade&query_place_id=ChIJs5DiCDzh3JQRcayhzjwdXqY","Cirurgião dentista"
"Bio Excellence Odonto Médica","4.8","66","Rua João Tschannerl, 743 - salas 01 e 02","Curitiba","Paraná","BR","https://clinicabioexcellence.com.br/","+55 41 3013-3322","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bio%20Excellence%20Odonto%20M%C3%A9dica&query_place_id=ChIJB02d9k7h3JQRc1fSImXCWXc","Clínica odontológica"
"Consultório odontológico Dra Débora Andrade","5","1","Av. Manoel Ribas, 7407","Curitiba","Paraná","BR",,"+55 41 3369-5391","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Consult%C3%B3rio%20odontol%C3%B3gico%20Dra%20D%C3%A9bora%20Andrade&query_place_id=ChIJ-SRzSqHh3JQR13Zj9qveUGo","Clínica odontológica"
"Odonto Sorriso","5","13","R. Padre Anchieta, 321","Curitiba","Paraná","BR",,"+55 41 99792-5068","Clínica odontológica","Periodontia e implantes dentários","Cirurgião dentista","Ortodontista","Laboratório de prótese e órtese",,,,,,"https://www.google.com/maps/search/?api=1&query=Odonto%20Sorriso&query_place_id=ChIJIxbqkWvk3JQRMowrk3ZZyrU","Clínica odontológica"
"Felicitá Centro Odontológico","4","73","R. Via Veneto, 1460","Curitiba","Paraná","BR",,"+55 41 3013-4088","Clínica odontológica","Periodontia e implantes dentários","Endodontista","Cirurgião dentista","Ortodontista","Odontopediatra",,,,,"https://www.google.com/maps/search/?api=1&query=Felicit%C3%A1%20Centro%20Odontol%C3%B3gico&query_place_id=ChIJMeiyFKbh3JQRHH5frnuNdZo","Clínica odontológica"
"Clínica Odontológica Iguaçu","5","1","R. Alferes Ângelo Sampaio, 2760","Curitiba","Paraná","BR",,"+55 41 3242-8755","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Odontol%C3%B3gica%20Igua%C3%A7u&query_place_id=ChIJWeZ7XZnj3JQRWfSHVeDme_g","Clínica odontológica"
"Conceitual Clínica Odontológica","4.9","138","Av. Rep. Argentina, 452 - Sala 408","Curitiba","Paraná","BR",,"+55 41 99990-3331","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Conceitual%20Cl%C3%ADnica%20Odontol%C3%B3gica&query_place_id=ChIJ59Mb1p7j3JQRx_bqjMNSCDQ","Clínica odontológica"
"Dra. Maria Nina Munoz - Dentista 24 Horas","5","149","Local 3 - R. Mal. Rondon, 327","Curitiba","Paraná","BR","https://beacons.ai/dra.mariodonto","+55 41 99157-6281","Dentista","Clínica odontológica",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Maria%20Nina%20Munoz%20-%20Dentista%2024%20Horas&query_place_id=ChIJ6zN2i_vl3JQRtTautYMVaok","Dentista"
"Ímpar Odonto","4.3","16","R. Itacolomi, 292 - Sala 231","Curitiba","Paraná","BR",,"+55 41 3025-7497","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%C3%8Dmpar%20Odonto&query_place_id=ChIJ9Qsl-pXj3JQR4pRpSqzqXpQ","Clínica odontológica"
"Dentista Curitiba Sorriso Aberto","5","161","R. Cel. Herculano de Araújo, 544","Curitiba","Paraná","BR","https://drive.google.com/file/d/11_hyk1M56H50BcyH2X4goeTaJ3CHXzLv/view","+55 41 3248-9744","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20Curitiba%20Sorriso%20Aberto&query_place_id=ChIJBchiekbj3JQRuHtUh15iRhw","Clínica odontológica"
"Prodont Clinica Odontológica | Implante Dentário & Ortodontia | CIC","4.7","159","R. Pedro Gusso, 4017 - Sobreloja","Curitiba","Paraná","BR","http://www.prodont.com.br/","+55 41 3246-1438","Dentista","Clínica odontológica","Periodontia e implantes dentários","Ortodontista","Odontopediatra",,,,,,"https://www.google.com/maps/search/?api=1&query=Prodont%20Clinica%20Odontol%C3%B3gica%20%7C%20Implante%20Dent%C3%A1rio%20%26%20Ortodontia%20%7C%20CIC&query_place_id=ChIJBwGfESr93JQR8VNaewNU_5U","Dentista"
"Clínica Castell","5","997","Av. Pres. Getúlio Vargas, 2561","Curitiba","Paraná","BR","http://clinicacastell.com.br/","+55 41 99966-0498","Dentista","Clínica odontológica","Periodontia e implantes dentários","Endodontista","Cirurgião dentista","Ortodontista",,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Castell&query_place_id=ChIJp6esVH_k3JQRe0M11gDO54M","Dentista"
"Clínica LiveDent","4.9","94","Rua Padre Anchieta, 2357 Sobreloja 03 INTERFONE 03","Curitiba","PR","BR","http://www.livedent.com.br/","+55 41 3024-8584","Dentista","Clínica odontológica","Periodontia e implantes dentários","Endodontista","Ortodontista",,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20LiveDent&query_place_id=ChIJiSjtp-nj3JQRgfzkHAre6Zw","Dentista"
"Solutia Odontologia | Dentista 24 Horas em Curitiba","4.9","1893","Av. Rep. Argentina, 2403 - Sala 11","Curitiba","Paraná","BR","https://linktr.ee/odontosolutia","+55 41 98836-9254","Clínica odontológica","Periodontia e implantes dentários","Endodontista","Ortodontista","Odontopediatra",,,,,,"https://www.google.com/maps/search/?api=1&query=Solutia%20Odontologia%20%7C%20Dentista%2024%20Horas%20em%20Curitiba&query_place_id=ChIJXe00g4Dj3JQRQVz2isRVE-U","Clínica odontológica"
"Dentville Clínica Odontológica","4.7","124","R. Prof. João Falarz, 1292","Curitiba","Paraná","BR","https://dentville.com.br/","+55 41 3285-8989","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentville%20Cl%C3%ADnica%20Odontol%C3%B3gica&query_place_id=ChIJqVjAQB_i3JQRDylZVf-RDYA","Dentista"
"Instituto Mass Odontologia","5","566","Av. Vicente Machado, 2079","Curitiba","Paraná","BR","http://www.massodontologia.com.br/","+55 41 3013-3025","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Instituto%20Mass%20Odontologia&query_place_id=ChIJy-Ma8ZLj3JQR4RNANiyzOm0","Clínica odontológica"
"Maxiclin ODONTOLOGIA I Implantes | Ortodontia | DTM | Facetas | Odontopediatria | Invisalign | Clínica Geral | Clareamento","4.9","321","R. Carlos Klemtz, 1553 - loja 8","Curitiba","Paraná","BR","https://www.maxiclin.com.br/","+55 41 98519-4512","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Maxiclin%20ODONTOLOGIA%20I%20Implantes%20%7C%20Ortodontia%20%7C%20DTM%20%7C%20Facetas%20%7C%20Odontopediatria%20%7C%20Invisalign%20%7C%20Cl%C3%ADnica%20Geral%20%7C%20Clareamento&query_place_id=ChIJMS2igOHi3JQRX6ZSOi8SD6Y","Clínica odontológica"
"Clínica Kwan - Odontologia e Estética Orofacial - Água Verde, Curitiba","4.9","272","Av. Água Verde, 1413 - sala 401","Curitiba","Paraná","BR","https://clinicakwan.com.br/","+55 41 3076-5160","Dentista","Clínica odontológica","Cirurgião dentista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Kwan%20-%20Odontologia%20e%20Est%C3%A9tica%20Orofacial%20-%20%C3%81gua%20Verde%2C%20Curitiba&query_place_id=ChIJkQUYhd3j3JQRElBS9HKThx4","Dentista"
"Clínica Curitiba de Odontologia","4.7","14","R. Dr. Alexandre Gutierrez, 572","Curitiba","Paraná","BR","http://www.clinicacuritiba.com/","+55 41 3121-4141","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Curitiba%20de%20Odontologia&query_place_id=ChIJq5AYaIfj3JQRAQj7qqiqdpE","Clínica odontológica"
"OralClin - Clínica Odontológica em Curitiba","4.4","208","Av. N. Sra. Aparecida, 599","Curitiba","Paraná","BR","https://oralclin.com.br/","+55 41 3345-3111","Dentista","Dentista cosmético","Clínica odontológica","Periodontia e implantes dentários","Endodontista","Cirurgião dentista","Ortodontista",,,,"https://www.google.com/maps/search/?api=1&query=OralClin%20-%20Cl%C3%ADnica%20Odontol%C3%B3gica%20em%20Curitiba&query_place_id=ChIJV_pQRWXj3JQR05g7PmoUFRY","Dentista"
"Sanidente Odontologia","4.8","243","R. Ildefonso Stockler de França, 06","Curitiba","Paraná","BR","http://www.sanidente.com.br/","+55 41 3077-8288","Clínica odontológica","Radiologia odontológica",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sanidente%20Odontologia&query_place_id=ChIJW9dHZ1zj3JQRhhUJDsi8C4M","Clínica odontológica"
"Dentista em Curitiba - Clínica Odontológica Santini","4.9","89","R. João Bettega, 1061 - 1 andar","Curitiba","Paraná","BR",,"+55 41 99734-5959","Dentista","Clínica odontológica",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentista%20em%20Curitiba%20-%20Cl%C3%ADnica%20Odontol%C3%B3gica%20Santini&query_place_id=ChIJN-RBVWvj3JQR_hEIN5FuBMg","Dentista"
"NEO Odontologia","4.9","154","Av. Silva Jardim, 3455","Curitiba","Paraná","BR","http://www.neo.odo.br/","+55 41 3343-1444","Dentista","Clínica odontológica",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=NEO%20Odontologia&query_place_id=ChIJg7opFoXj3JQRh4aGG3h1oSs","Dentista"
"Orthocenter - Clínica Odontológica","4.9","45","Av. Sete de Setembro, 4476 - Sala 502","Curitiba","Paraná","BR","http://www.clinicaorthocenter.com.br/","+55 41 3022-6633","Dentista","Periodontia e implantes dentários","Endodontista","Ortodontista",,,,,,,"https://www.google.com/maps/search/?api=1&query=Orthocenter%20-%20Cl%C3%ADnica%20Odontol%C3%B3gica&query_place_id=ChIJHRiQUGzk3JQRohgsLvgfiCM","Dentista"
"Julio Cavichiolo | Ortodontia | Estética | Implante Dentário | Dentista em Novo Mundo | Curitiba - PR","4.9","1161","Travessa Augusto Marach, 227","Curitiba","Paraná","BR",,"+55 41 99686-7321","Dentista","Periodontia e implantes dentários","Clínica odontológica","Cirurgião dentista","Ortodontista",,,,,,"https://www.google.com/maps/search/?api=1&query=Julio%20Cavichiolo%20%7C%20Ortodontia%20%7C%20Est%C3%A9tica%20%7C%20Implante%20Dent%C3%A1rio%20%7C%20Dentista%20em%20Novo%20Mundo%20%7C%20Curitiba%20-%20PR&query_place_id=ChIJRU3K-FDj3JQRGd9wgiWE3ns","Dentista"
"Odhos Odontologia Personalizada","5","152","Alameda Dom Pedro II, 790","Curitiba","Paraná","BR","http://www.odhos.com.br/","+55 41 3039-7400","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odhos%20Odontologia%20Personalizada&query_place_id=ChIJpcVINovj3JQRfJHP0cv3-A0","Clínica odontológica"
"SorriaMed Clínica Odontológica","4.9","70","R. Conselheiro Laurindo, 101","Curitiba","Paraná","BR","https://www.sorriamed.com.br/","+55 41 99294-5551","Clínica odontológica","Periodontia e implantes dentários","Dentista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=SorriaMed%20Cl%C3%ADnica%20Odontol%C3%B3gica&query_place_id=ChIJl2MlPKnl3JQRxpmDMhJjjVI","Clínica odontológica"
"Clinica Premium Juvevê","4.9","637","R. Bom Jesus, 82","Curitiba","Paraná","BR","https://www.clinicapremiumcuritiba.com.br/","+55 41 99943-9053","Clínica odontológica","Clínica de implante dentário",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Clinica%20Premium%20Juvev%C3%AA&query_place_id=ChIJq4hIiCbk3JQRT17lYKFG7yg","Clínica odontológica"
"Clínica Odontológica Prazer em Sorrir","4.9","113","condomínio joao - Av. Anita Garibaldi, 2709 - conj. 05 andar 1, tedeschi ED","Curitiba","PR","BR","https://draluanaprado.com.br/","+55 41 99134-1438","Dentista","Clínica odontológica","Clínica de implante dentário","Serviço dentário de emergência","Endodontista","Clínico geral","Cirurgião dentista","Ortodontista","Odontopediatra",,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Odontol%C3%B3gica%20Prazer%20em%20Sorrir&query_place_id=ChIJO1OAEmTn3JQRDHoD8Q0u70I","Dentista"
"Novo Sorrir - Clínicas Odontológicas - Alm. Tamandaré","4.7","71","Av. Francisco Kruger, 6541","Alm. Tamandaré","Paraná","BR",,"+55 41 3393-6921","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Novo%20Sorrir%20-%20Cl%C3%ADnicas%20Odontol%C3%B3gicas%20-%20Alm.%20Tamandar%C3%A9&query_place_id=ChIJtfTi2i_n3JQRfmnA8faeQBk","Clínica odontológica"
"CLÍNICA ODONTOLÓGICA NO AHÚ/SÃO LOURENÇO | ORTODOCTOR","5","58","Av. Anita Garibaldi, 3616 - loja 2","Curitiba","Paraná","BR","https://www.ortodoctorcuritiba.com.br/","+55 41 98487-2544","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=CL%C3%8DNICA%20ODONTOL%C3%93GICA%20NO%20AH%C3%9A%2FS%C3%83O%20LOUREN%C3%87O%20%7C%20ORTODOCTOR&query_place_id=ChIJS8Ia9jnn3JQR6ZusS-fRojA","Clínica odontológica"
"DentPrime","4.9","369","R. Paula Gomes, 27","Curitiba","Paraná","BR","http://www.dentprime.com.br/","+55 41 98795-0029","Dentista","Clínica odontológica","Clínica de implante dentário","Endodontista","Ortodontista",,,,,,"https://www.google.com/maps/search/?api=1&query=DentPrime&query_place_id=ChIJa7Yu4RPk3JQRf1xr5Bmo0Ac","Dentista"
"Odontonew Clinica Odontológica","4.4","5","Av. Ver. Toaldo Túlio, 612","Curitiba","Paraná","BR","http://www.odontonew.com.br/","+55 41 3372-1091","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontonew%20Clinica%20Odontol%C3%B3gica&query_place_id=ChIJ-5qcyLrh3JQRhY8BcpDpie4","Clínica odontológica"
"Centro Odontológico Pio XII - Dentista 24h","4.6","1777","Av. Silva Jardim, 1347","Curitiba","Paraná","BR","http://www.odontopioxii.com.br/","+55 41 3232-6195","Dentista","Clínica odontológica","Serviço dentário de emergência","Ortodontista",,,,,,,"https://www.google.com/maps/search/?api=1&query=Centro%20Odontol%C3%B3gico%20Pio%20XII%20-%20Dentista%2024h&query_place_id=ChIJzZlNT2Xk3JQROKZuNQY2Fac","Dentista"
"Clínica You Odonto","5","966","R. Brig. Franco, 3323","Curitiba","Paraná","BR","http://www.youodonto.com.br/","+55 41 98497-9594","Clínica odontológica","Cirurgião dentista",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20You%20Odonto&query_place_id=ChIJmymYG3Pk3JQRUoBS8_P4qx0","Clínica odontológica"
"Hauer Dental Studio","5","346","R. Waldemar Kost, 953 - A","Curitiba","Paraná","BR","http://www.hauerdentalstudio.com.br/","+55 41 99725-4883","Clínica odontológica","Endodontista","Cirurgião dentista","Ortodontista",,,,,,,"https://www.google.com/maps/search/?api=1&query=Hauer%20Dental%20Studio&query_place_id=ChIJUxMg_Ub73JQR27a2MB0fGOs","Clínica odontológica"
"Curitiba Dental Office ~ Odontologia","5","289","Av. São José, 618 - Cj 905","Curitiba","Paraná","BR","https://www.curitibadentaloffice.com/","+55 41 3362-1721","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Curitiba%20Dental%20Office%20~%20Odontologia&query_place_id=ChIJQcEQj9Ll3JQRZDwod_e3GRY","Clínica odontológica"
"Realclin Clinica Odontologica em Curitiba | Dentista Emergência","4.7","300","R. Brasílio Itiberê, 2681","Curitiba","Paraná","BR","https://realclin.com.br/","+55 41 3524-5944","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Realclin%20Clinica%20Odontologica%20em%20Curitiba%20%7C%20Dentista%20Emerg%C3%AAncia&query_place_id=ChIJc95tGOLl3JQRlD-vXU-TGZI","Dentista"
"Centro De Especialidades Odontológicas Positivo","4.2","12","R. Prof. Pedro Viriato Parigot de Souza, 5300","Curitiba","Paraná","BR","https://www.up.edu.br/servicos-a-comunidade/clinica-de-odontologia/","+55 41 3317-3000","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Centro%20De%20Especialidades%20Odontol%C3%B3gicas%20Positivo&query_place_id=ChIJ4w74K1Pj3JQRoZrW1h-RhEc","Clínica odontológica"
"Sier – Clínica Odontológica","4.7","13","Av. São José, loja 04","Curitiba","Paraná","BR","https://www.instagram.com/sier.odontologia","+55 41 3205-1061","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sier%20%E2%80%93%20Cl%C3%ADnica%20Odontol%C3%B3gica&query_place_id=ChIJH41ks6Xl3JQRXKp17YJXtDc","Clínica odontológica"
"Pacheco Odontologia","4.4","198","Av. Winston Churchill, 1557 - sobreloja","Curitiba","Paraná","BR","https://pachecoodontologia.com.br/","+55 41 3247-1363","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pacheco%20Odontologia&query_place_id=ChIJH6QHH7v83JQRDjlSe5gLBJU","Clínica odontológica"
"Odontologia Integrada","4.2","72","Av. Silva Jardim, 737 - Sala 01","Curitiba","Paraná","BR","http://odontologiacuritiba.net.br/","+55 41 3323-7325","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20Integrada&query_place_id=ChIJ8UTQFmbk3JQRarXj3uHR6vs","Clínica odontológica"
"Clinica Odontológica Primeiro Sorriso","5","63","R. Alberto Ferreira, 117","Curitiba","Paraná","BR",,"+55 41 99226-8181","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Clinica%20Odontol%C3%B3gica%20Primeiro%20Sorriso&query_place_id=ChIJ6ZRbR9_j3JQRD4JDX_pwkhU","Clínica odontológica"
"OdontoArte","4.8","76","entrada ao lado Campo de - R. Marcos Bertoldi, 982 - Sobreloja - Sala 13","Curitiba","Paraná","BR",,"+55 41 3225-3181","Dentista","Periodontia e implantes dentários","Clínica odontológica","Endodontista","Cirurgião dentista","Ortodontista",,,,,"https://www.google.com/maps/search/?api=1&query=OdontoArte&query_place_id=ChIJWdbw7cT_3JQRFRvqqWGNwkg","Dentista"
"Odonto popular","5","87","Rua:Jornalista Emilio Zóla Florenzano n°790","Curitiba","PR","BR","http://odonto-popular9.webnode.com/contato/","+55 41 99838-9748","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odonto%20popular&query_place_id=ChIJB6cHyh793JQRJLzdB-x06fE","Clínica odontológica"
"Estetic Harmonizaçao","5","3","R. Elías Joaquim","Curitiba","Paraná","BR",,"+55 45 3529-0009","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Estetic%20Harmoniza%C3%A7ao&query_place_id=ChIJ_Qb-FBbn3JQRmFcK0AjNNmw","Clínica odontológica"
"Consultório Odontológico Odonto Criar","5","3","Av. João Gualberto, 623","Curitiba","Paraná","BR",,"+55 41 3253-4254","Dentista","Clínica odontológica","Periodontia e implantes dentários","Cirurgião dentista",,,,,,,"https://www.google.com/maps/search/?api=1&query=Consult%C3%B3rio%20Odontol%C3%B3gico%20Odonto%20Criar&query_place_id=ChIJx8Q2pRfk3JQRPCc7FxDlGEk","Dentista"
"Clínica Odontológica Leve Sorriso | Reabilitação Oral","4.9","40","R. Nilo Peçanha, 1948","Curitiba","Paraná","BR","https://levesorriso.com.br/","+55 41 98816-8918","Clínica odontológica","Periodontia e implantes dentários","Clínica de implante dentário","Dentista","Centro de cuidados com dentaduras","Endodontista","Cirurgião dentista","Ortodontista","Periodontista",,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Odontol%C3%B3gica%20Leve%20Sorriso%20%7C%20Reabilita%C3%A7%C3%A3o%20Oral&query_place_id=ChIJFf5uwK_m3JQRspYg7owzqgg","Clínica odontológica"
"Clínica Dr Igor Felipe - Odontologia","5","33","Av. João Gualberto, 1881 - 19º andar - sala 1907","Curitiba","Paraná","BR",,"+55 41 98900-3050","Dentista","Clínica odontológica",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Dr%20Igor%20Felipe%20-%20Odontologia&query_place_id=ChIJaeNaAnzl3JQRi6cJDDbAHBs","Dentista"
"Clínica Odontológica Dente Feliz","5","6","R. Saldanha Marinho, 35","Curitiba","Paraná","BR",,"+55 41 99770-4436","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Odontol%C3%B3gica%20Dente%20Feliz&query_place_id=ChIJA4GE8RLk3JQR3W_ItpxRlRo","Dentista"
"Odonto Brasil Prime","4.5","97","R. Ubaldino do Amaral, 26","Curitiba","Paraná","BR","https://redeodontobrasil.com.br/","+55 41 3071-7002","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odonto%20Brasil%20Prime&query_place_id=ChIJX8Yhyz3k3JQRJBRWzvHcUaw","Clínica odontológica"
"Clínica Odontológica Centro do Sorriso | Dentista em Curitiba","4.8","50","R. Marte, 836","Curitiba","Paraná","BR","http://clinicacentrodosorriso.com.br/","+55 41 3049-1223","Dentista","Clínica odontológica","Periodontia e implantes dentários","Cirurgião dentista","Ortodontista",,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Odontol%C3%B3gica%20Centro%20do%20Sorriso%20%7C%20Dentista%20em%20Curitiba&query_place_id=ChIJJdYMO-P73JQRBqUOXze6czM","Dentista"
"Top Clinic Odontologia","3.8","17","R. Raul Pompéia, 579 - sala 2","Curitiba","Paraná","BR",,"+55 41 3078-5372","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Top%20Clinic%20Odontologia&query_place_id=ChIJVVX5zfDi3JQRPnC5t2ePZAw","Clínica odontológica"
"Dr Nicolae Carvalho de Paula - Dentista 24 horas","4.4","110","Rua Arthur Martins Franco, 2694","Curitiba","Paraná","BR",,"+55 41 99947-4774","Clínica de implante dentário","Serviço dentário de emergência","Endodontista","Clínico geral","Ortodontista",,,,,,"https://www.google.com/maps/search/?api=1&query=Dr%20Nicolae%20Carvalho%20de%20Paula%20-%20Dentista%2024%20horas&query_place_id=ChIJKeBpB_3i3JQR4sN7SwV9tgk","Clínica de implante dentário"
"CENPREORTO - Clínica de Odontologia e Ortodontia","5","83","Rua Emiliano Perneta, 860 - cj 1805","Curitiba","Paraná","BR","http://www.cenpreorto.com.br/","+55 41 99694-1111","Dentista","Clínica odontológica","Ortodontista","Clínica de odontopediatria","Serviço de clareamento dental",,,,,,"https://www.google.com/maps/search/?api=1&query=CENPREORTO%20-%20Cl%C3%ADnica%20de%20Odontologia%20e%20Ortodontia&query_place_id=ChIJ91mAqnbk3JQRk9aAxuv5uE0","Dentista"
"Art Sorriso Clínica Odontológica","4.8","37","R. Izaac Ferreira da Cruz, 2835","Curitiba","Paraná","BR",,"+55 41 3039-7700","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Art%20Sorriso%20Cl%C3%ADnica%20Odontol%C3%B3gica&query_place_id=ChIJy4tuPJr73JQR1qF9F0n3kh4","Clínica odontológica"
"Clinica Odontológica Dr. Fernando Fernandez. - Dentista 24 horas","5","8","R. Izaac Ferreira da Cruz, 3899 - sala 7","Curitiba","Paraná","BR",,"+55 41 3258-2111","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Clinica%20Odontol%C3%B3gica%20Dr.%20Fernando%20Fernandez.%20-%20Dentista%2024%20horas&query_place_id=ChIJC9ms8Zj73JQRNwv4Jpki0Ak","Clínica odontológica"
"ODONTO SELECT","5","302","R. da Lua, 42","Curitiba","Paraná","BR","https://www.odontoselect.com.br/","+55 41 99644-1215","Dentista","Clínica odontológica",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ODONTO%20SELECT&query_place_id=ChIJWe26oej73JQRtlz3e8U8RFg","Dentista"
"Studio do Dente | Clínica Odontológica em Curitiba","4.9","133","R. Castro, 665","Curitiba","Paraná","BR","https://wa.me/5541996010671?text=Ol%C3%A1!%20Encontrei%20seu%20contato%20no%20Google%20e%20gostaria%20de%20mais%20informa%C3%A7%C3%B5es%3A","+55 41 3566-6068","Dentista","Clínica odontológica","Endodontista","Cirurgião dentista","Ortodontista",,,,,,"https://www.google.com/maps/search/?api=1&query=Studio%20do%20Dente%20%7C%20Cl%C3%ADnica%20Odontol%C3%B3gica%20em%20Curitiba&query_place_id=ChIJ6a-mhIPk3JQR6gH5ilU0kAs","Dentista"
"ODONTOIMPLANTES Clínica Odontológica Atendimento 24 horas Emergências",,,"Rua desembargador westphalen 471, interfone, 5 - Sala 5 - 2° andar","Curitiba","PR","BR","https://www.facebook.com/marcelo.luisbarata.9?mibextid=ZbWKwL","+55 41 99721-6557","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ODONTOIMPLANTES%20Cl%C3%ADnica%20Odontol%C3%B3gica%20Atendimento%2024%20horas%20Emerg%C3%AAncias&query_place_id=ChIJ73IPlCjl3JQR_G4Al6CiYZU","Dentista"
"Dr. Pedro Linares e Dra. Ana Sarti (Clínica Odontológica ISBI).","5","42","R. Prof. Ulisses Vieira, 1315","Curitiba","Paraná","BR",,"+55 41 92004-8723","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dr.%20Pedro%20Linares%20e%20Dra.%20Ana%20Sarti%20(Cl%C3%ADnica%20Odontol%C3%B3gica%20ISBI).&query_place_id=ChIJFZymB3Xj3JQRKlGDHVxKv0o","Clínica odontológica"
